"";"COUNTRY_ISO_3";"TIME_PERIOD";"RAW_OBS_VALUE";"_merge";"INDICATOR_NAME";"INDICATOR_INDEX";"INDICATOR_ISSUE";"INDICATOR_CATEGORY";"INDICATOR_CODE";"ATTR_SOURCE";"ATTR_SOURCE_BODY";"ATTR_INDICATOR_DESCRIPTION";"ATTR_INDICATOR_EXPLANATION";"ATTR_UNIT_MEASURE";"ATTR_DATA_EXTRACTION_METHDOLOGY";"ATTR_SOURCE_TITLE";"ATTR_API_ENDPOINT_URL";"CRBA_RELEASE_YEAR";"SCALED_OBS_VALUE";"OBS_STATUS";"SOURCE_ID"
"46";"DNK";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"47";"DJI";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"48";"DMA";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"49";"DOM";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"50";"ECU";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"51";"EGY";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"52";"SLV";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"53";"GNQ";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"54";"ERI";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"55";"EST";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"56";"SWZ";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"57";"ETH";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"58";"FJI";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"59";"FIN";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"60";"FRA";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"61";"GAB";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"62";"GMB";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"63";"GEO";"2020.0";"14.4";"both";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"2.09";"";"S-248"
"64";"DEU";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"65";"GHA";"2020.0";"38.4";"both";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"5.86";"";"S-248"
"66";"GRC";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"67";"GRD";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"68";"GTM";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"69";"GIN";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"70";"GNB";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"71";"GUY";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"72";"HTI";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"73";"HND";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"74";"HUN";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"75";"ISL";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"76";"IND";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"77";"IDN";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"78";"IRN";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"79";"IRQ";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"80";"IRL";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"81";"ISR";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"82";"ITA";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"83";"JAM";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"84";"JPN";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"85";"JOR";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"86";"KAZ";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"87";"KEN";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"88";"KIR";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"89";"PRK";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"90";"KOR";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"91";"XKX";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
"92";"KWT";"2023.0";"";"right_only";"Collective bargaining coverage";"Workplace";"Decent working conditions";"Enforcement";"WP_DW_EN_COBACO";"https://www.ilo.org/shinyapps/bulkexplorer28/";"ILO";"Rate of collective bargaining coverage in a country";"";"PCNT";"Indicator has been researched and identified through the primary source manually, but the actual data and transformation has been done programmatically through the API of the source body.";"ILO Stats Collective bargaining coverage in a country";"https://www.ilo.org/sdmx/rest/data/ILO,DF_ILR_CBCT_NOC_RT/?format=csv&startPeriod=2020-01-01&endPeriod=2022-12-31";"2023";"";"O";"S-248"
