DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,ECD_DOMAIN:ECD Domain,SEX:Sex,AGE:Current age,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,MOTHER_EDUCATION:Mother's Education Level,FATHER_EDUCATION:Father's Education Level,EC_EDUC_ATTND:Early Childhood Education Attendance,PLAYTHNG_TYPE:Plaything Type,INDQT_SPVN:Inadequate Supervision,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOURCE_LINK:Citation of or link to the data source,SERIES_FOOTNOTE:Series footnote,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,DATA_SOURCE:Data Source,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided,FREQ_COLL:Time interval at which the source data are collected,OBS_FOOTNOTE:Observation footnote
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,86.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q2: Second,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,95.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q3: Middle,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,93.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,98.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q5: Highest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,99.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,U: Urban,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,97.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,R: Rural,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,93.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2015,85.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,M: Male,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2015,84,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,F: Female,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2015,87.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2015,82.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q2: Second,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2015,75,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q3: Middle,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2015,86.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2015,91.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q5: Highest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2015,95.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,U: Urban,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2015,91.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,R: Rural,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2015,80.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,89.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,M: Male,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,86.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,F: Female,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,92.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,80.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q2: Second,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,86.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q3: Middle,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,90.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,93.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q5: Highest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,94.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,U: Urban,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,90,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,R: Rural,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,88.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2014,95.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,M: Male,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2014,95,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,F: Female,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2014,96,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2014,87.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q2: Second,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2014,96.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q3: Middle,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2014,95.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2014,97,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q5: Highest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2014,97.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,U: Urban,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2014,96.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,R: Rural,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2014,93.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2005,73.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,M: Male,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2005,72.9,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,F: Female,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2005,74.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2005,55.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q2: Second,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2005,70.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q3: Middle,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2005,74.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2005,81.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q5: Highest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2005,86.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,U: Urban,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2005,80.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,TJK: Tajikistan,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,R: Rural,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2005,70.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2005,End of fieldwork,2005,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2011,91.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,M: Male,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2011,91.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,F: Female,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2011,91.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2011,81.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q2: Second,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2011,89.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q3: Middle,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2011,93.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2011,98.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q5: Highest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2011,96.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MKD: North Macedonia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,U: Urban,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2011,94.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2011,End of fieldwork,2011,0: Not Known,
