DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,ECD_DOMAIN:ECD Domain,SEX:Sex,AGE:Current age,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,MOTHER_EDUCATION:Mother's Education Level,FATHER_EDUCATION:Father's Education Level,EC_EDUC_ATTND:Early Childhood Education Attendance,PLAYTHNG_TYPE:Plaything Type,INDQT_SPVN:Inadequate Supervision,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOURCE_LINK:Citation of or link to the data source,SERIES_FOOTNOTE:Series footnote,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,DATA_SOURCE:Data Source,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided,FREQ_COLL:Time interval at which the source data are collected,OBS_FOOTNOTE:Observation footnote
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,ALN_PST_WK: Left alone in the past week,2012,0.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,CHLD_U10_WK: Left under the supervision of another child younger than 10 years of age in the past week,2012,3.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,4.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,3.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,4.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q2: Second,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,4.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q3: Middle,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,2.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,4.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q5: Highest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,4.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,U: Urban,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,3.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,R: Rural,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,5.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,_T: Total,_T: Total,2012,5,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,AGG_3S_H: Secondary and Higher,_T: Total,_T: Total,_T: Total,_T: Total,2012,3.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,1.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,ALN_PST_WK: Left alone in the past week,2012,0.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,CHLD_U10_WK: Left under the supervision of another child younger than 10 years of age in the past week,2012,1.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,1.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,1.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,2.9,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q2: Second,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,2.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q3: Middle,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,0.9,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,1,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q5: Highest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,1.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,U: Urban,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,1.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,R: Rural,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,1.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,_T: Total,_T: Total,2012,3.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,AGG_3S_H: Secondary and Higher,_T: Total,_T: Total,_T: Total,_T: Total,2012,1.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2015,5,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,ALN_PST_WK: Left alone in the past week,2015,0.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,CHLD_U10_WK: Left under the supervision of another child younger than 10 years of age in the past week,2015,4.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2015,4.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2015,5.9,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2015,8,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q2: Second,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2015,5.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q3: Middle,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2015,5,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2015,3.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q5: Highest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2015,2.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,U: Urban,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2015,2.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,R: Rural,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2015,7.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,KAZ: Kazakhstan,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,AGG_3S_H: Secondary and Higher,_T: Total,_T: Total,_T: Total,_T: Total,2015,5,,PCNT: %,,,RP: Reported,F: Free,MICS 2015,End of fieldwork,2015,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,5.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,ALN_PST_WK: Left alone in the past week,2012,1.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,CHLD_U10_WK: Left under the supervision of another child younger than 10 years of age in the past week,2012,4.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,5.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,5.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,9.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q2: Second,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,5.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q3: Middle,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,3.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,5.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,Q5: Highest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,4.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,U: Urban,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,6.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,R: Rural,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,5.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MDA: Republic of Moldova,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,AGG_3S_H: Secondary and Higher,_T: Total,_T: Total,_T: Total,_T: Total,2012,5.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2014,1.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,ALN_PST_WK: Left alone in the past week,2014,0.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,_T: Total,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,CHLD_U10_WK: Left under the supervision of another child younger than 10 years of age in the past week,2014,1.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,M: Male,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2014,1.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,SRB: Serbia,ECD_CHLD_U5_LFT-ALN: Percentage of children under age 5 left alone or under the supervision of another child younger than 10 years of age for more than 1 hour at least once in the last week,_T: Total,F: Female,Y0T4: Under 5 years old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2014,1,,PCNT: %,,,RP: Reported,F: Free,MICS 2014,End of fieldwork,2014,0: Not Known,
