DATAFLOW,REF_AREA:Country,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,REF_PERIOD:Reference Period,UNIT_MEASURE:Unit of measure,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,OBS_STATUS:Observation Status
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,M: Male,2000-06,12.19044905,,D_PER_1000_B: Deaths per 1000 live births,11.50977541,12.90518219,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,M: Male,2001-06,11.19060346,,D_PER_1000_B: Deaths per 1000 live births,10.55623791,11.85424866,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,M: Male,2002-06,10.24996209,,D_PER_1000_B: Deaths per 1000 live births,9.646462709,10.86604726,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,M: Male,2003-06,9.395026516,,D_PER_1000_B: Deaths per 1000 live births,8.832806276,9.965116689,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,M: Male,2004-06,8.565204691,,D_PER_1000_B: Deaths per 1000 live births,8.052948278,9.100867262,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,M: Male,2005-06,7.83677255,,D_PER_1000_B: Deaths per 1000 live births,7.35549677,8.344002743,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,M: Male,2006-06,7.142380712,,D_PER_1000_B: Deaths per 1000 live births,6.693796722,7.622629092,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,M: Male,2007-06,6.531076891,,D_PER_1000_B: Deaths per 1000 live births,6.092969627,6.981990393,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,M: Male,2008-06,5.959782459,,D_PER_1000_B: Deaths per 1000 live births,5.550980503,6.390244713,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,M: Male,2009-06,5.457843105,,D_PER_1000_B: Deaths per 1000 live births,5.068898517,5.872210486,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,M: Male,2010-06,5.013971116,,D_PER_1000_B: Deaths per 1000 live births,4.638707918,5.408027781,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,M: Male,2011-06,4.627495932,,D_PER_1000_B: Deaths per 1000 live births,4.266965388,5.006297781,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,M: Male,2012-06,4.284992791,,D_PER_1000_B: Deaths per 1000 live births,3.94351267,4.647222013,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,M: Male,2013-06,3.984575541,,D_PER_1000_B: Deaths per 1000 live births,3.656600705,4.342259291,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,M: Male,2014-06,3.717978845,,D_PER_1000_B: Deaths per 1000 live births,3.396366496,4.073754061,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,M: Male,2015-06,3.477352623,,D_PER_1000_B: Deaths per 1000 live births,3.139203019,3.859167648,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,M: Male,2016-06,3.258979789,,D_PER_1000_B: Deaths per 1000 live births,2.875839323,3.701094703,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,M: Male,2017-06,3.06544302,,D_PER_1000_B: Deaths per 1000 live births,2.627951811,3.588199206,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,M: Male,2018-06,2.895982355,,D_PER_1000_B: Deaths per 1000 live births,2.40767484,3.51114437,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,1980-06,22.47305829,,D_PER_1000_B: Deaths per 1000 live births,20.70136722,24.49639215,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,1981-06,21.65095456,,D_PER_1000_B: Deaths per 1000 live births,20.50044194,22.90225648,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,1982-06,20.87927392,,D_PER_1000_B: Deaths per 1000 live births,20.05915311,21.73266324,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,1983-06,20.16613526,,D_PER_1000_B: Deaths per 1000 live births,19.46422034,20.86413796,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,1984-06,19.54555036,,D_PER_1000_B: Deaths per 1000 live births,18.86592447,20.2036191,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,1985-06,19.02649577,,D_PER_1000_B: Deaths per 1000 live births,18.3605096,19.69154343,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,1986-06,18.61900229,,D_PER_1000_B: Deaths per 1000 live births,17.98472324,19.26141862,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,1987-06,18.29547724,,D_PER_1000_B: Deaths per 1000 live births,17.67899149,18.94281857,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,1988-06,18.02778289,,D_PER_1000_B: Deaths per 1000 live births,17.41577268,18.65365158,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,1989-06,17.80934188,,D_PER_1000_B: Deaths per 1000 live births,17.16907294,18.44138628,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,1990-06,17.64472621,,D_PER_1000_B: Deaths per 1000 live births,16.98950465,18.29472719,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,1991-06,17.50085594,,D_PER_1000_B: Deaths per 1000 live births,16.860061,18.17860332,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,1992-06,17.30210995,,D_PER_1000_B: Deaths per 1000 live births,16.62970709,18.04804106,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,1993-06,16.94406223,,D_PER_1000_B: Deaths per 1000 live births,16.23126295,17.74138506,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,1994-06,16.39024329,,D_PER_1000_B: Deaths per 1000 live births,15.66839381,17.20494817,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,1995-06,15.64560919,,D_PER_1000_B: Deaths per 1000 live births,14.93842773,16.43191588,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,1996-06,14.74217377,,D_PER_1000_B: Deaths per 1000 live births,14.08123104,15.47323072,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,1997-06,13.77033537,,D_PER_1000_B: Deaths per 1000 live births,13.11662459,14.45486151,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,1998-06,12.8034986,,D_PER_1000_B: Deaths per 1000 live births,12.16848976,13.44949543,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,1999-06,11.85975654,,D_PER_1000_B: Deaths per 1000 live births,11.24463922,12.46975121,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,2000-06,10.94707115,,D_PER_1000_B: Deaths per 1000 live births,10.36062942,11.52233442,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,2001-06,10.06768168,,D_PER_1000_B: Deaths per 1000 live births,9.529445789,10.62133861,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,2002-06,9.237990648,,D_PER_1000_B: Deaths per 1000 live births,8.729476893,9.763996763,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,2003-06,8.472676725,,D_PER_1000_B: Deaths per 1000 live births,7.997464372,8.960430698,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,2004-06,7.758531723,,D_PER_1000_B: Deaths per 1000 live births,7.316835169,8.212614473,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,2005-06,7.101493979,,D_PER_1000_B: Deaths per 1000 live births,6.690046361,7.535207723,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,2006-06,6.499650235,,D_PER_1000_B: Deaths per 1000 live births,6.106086498,6.913036049,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,2007-06,5.941262901,,D_PER_1000_B: Deaths per 1000 live births,5.567777051,6.336297006,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,2008-06,5.432312955,,D_PER_1000_B: Deaths per 1000 live births,5.083902762,5.80828827,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,2009-06,4.976191509,,D_PER_1000_B: Deaths per 1000 live births,4.638594651,5.335716708,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,2010-06,4.57241047,,D_PER_1000_B: Deaths per 1000 live births,4.246192511,4.918954272,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,2011-06,4.222053498,,D_PER_1000_B: Deaths per 1000 live births,3.91023269,4.54977106,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,2012-06,3.911957845,,D_PER_1000_B: Deaths per 1000 live births,3.613901468,4.227962452,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,2013-06,3.638995759,,D_PER_1000_B: Deaths per 1000 live births,3.351017597,3.946763149,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,2014-06,3.396210061,,D_PER_1000_B: Deaths per 1000 live births,3.111771588,3.712838032,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,2015-06,3.175295172,,D_PER_1000_B: Deaths per 1000 live births,2.868596117,3.519862069,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,2016-06,2.974371822,,D_PER_1000_B: Deaths per 1000 live births,2.630166812,3.374090927,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,2017-06,2.798705389,,D_PER_1000_B: Deaths per 1000 live births,2.405169609,3.273414999,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRY0T4: Under-five mortality rate,_T: Total,2018-06,2.64735526,,D_PER_1000_B: Deaths per 1000 live births,2.206777458,3.205245018,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1975-06,65.05800969,,D_PER_1000_B: Deaths per 1000 live births,42.1454339,103.6402711,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1976-06,62.51779512,,D_PER_1000_B: Deaths per 1000 live births,42.96416145,93.2002327,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1977-06,59.99972555,,D_PER_1000_B: Deaths per 1000 live births,43.3232363,84.44710737,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1978-06,57.53904502,,D_PER_1000_B: Deaths per 1000 live births,43.26403554,77.32068299,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1979-06,55.37086309,,D_PER_1000_B: Deaths per 1000 live births,43.13723107,71.65161923,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1980-06,53.30453541,,D_PER_1000_B: Deaths per 1000 live births,42.70401667,66.43781299,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1981-06,51.23203214,,D_PER_1000_B: Deaths per 1000 live births,42.01414077,62.24430799,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1982-06,49.30111453,,D_PER_1000_B: Deaths per 1000 live births,41.22524735,58.7256486,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1983-06,47.60825436,,D_PER_1000_B: Deaths per 1000 live births,40.33092735,56.04835887,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1984-06,46.19647282,,D_PER_1000_B: Deaths per 1000 live births,39.66620175,53.82333052,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1985-06,45.01556989,,D_PER_1000_B: Deaths per 1000 live births,39.05739158,51.9116487,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1986-06,44.19810765,,D_PER_1000_B: Deaths per 1000 live births,38.60161611,50.52297291,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1987-06,43.61933423,,D_PER_1000_B: Deaths per 1000 live births,38.38919746,49.59324989,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1988-06,43.1637714,,D_PER_1000_B: Deaths per 1000 live births,38.25830535,48.77210946,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1989-06,42.86299337,,D_PER_1000_B: Deaths per 1000 live births,38.1960336,48.15525078,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1990-06,42.62270815,,D_PER_1000_B: Deaths per 1000 live births,38.03954719,47.64998794,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1991-06,42.32472236,,D_PER_1000_B: Deaths per 1000 live births,37.8167653,47.23443522,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1992-06,41.96480401,,D_PER_1000_B: Deaths per 1000 live births,37.50515135,46.88823194,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1993-06,41.55400184,,D_PER_1000_B: Deaths per 1000 live births,37.00896161,46.6122226,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1994-06,40.96061468,,D_PER_1000_B: Deaths per 1000 live births,36.43272658,46.12227461,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1995-06,40.18237455,,D_PER_1000_B: Deaths per 1000 live births,35.63648999,45.29745426,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1996-06,39.07390985,,D_PER_1000_B: Deaths per 1000 live births,34.64388852,44.13582597,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1997-06,37.82478405,,D_PER_1000_B: Deaths per 1000 live births,33.45386758,42.85814159,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1998-06,36.30330461,,D_PER_1000_B: Deaths per 1000 live births,32.00316607,41.41217199,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,1999-06,34.43285359,,D_PER_1000_B: Deaths per 1000 live births,30.26992992,39.53473793,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,2000-06,32.39777458,,D_PER_1000_B: Deaths per 1000 live births,28.38579968,37.5098601,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,2001-06,30.18416546,,D_PER_1000_B: Deaths per 1000 live births,26.41398528,35.08380994,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,2002-06,27.8486594,,D_PER_1000_B: Deaths per 1000 live births,24.44119036,32.42439912,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,2003-06,25.44769888,,D_PER_1000_B: Deaths per 1000 live births,22.5116542,29.54402949,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,2004-06,23.03593427,,D_PER_1000_B: Deaths per 1000 live births,20.60321488,26.52337259,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,2005-06,20.75474536,,D_PER_1000_B: Deaths per 1000 live births,18.78069592,23.66042971,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,2006-06,18.64196438,,D_PER_1000_B: Deaths per 1000 live births,17.06938874,20.99571018,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,2007-06,16.74033694,,D_PER_1000_B: Deaths per 1000 live births,15.4436621,18.57445501,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,2008-06,15.06756372,,D_PER_1000_B: Deaths per 1000 live births,13.9549761,16.56772642,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,2009-06,13.62504931,,D_PER_1000_B: Deaths per 1000 live births,12.59985068,14.83982311,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,2010-06,12.40583476,,D_PER_1000_B: Deaths per 1000 live births,11.44401514,13.47005433,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,2011-06,11.41186908,,D_PER_1000_B: Deaths per 1000 live births,10.49734099,12.41061137,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,2012-06,10.63086483,,D_PER_1000_B: Deaths per 1000 live births,9.768583384,11.54381286,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,2013-06,10.04071872,,D_PER_1000_B: Deaths per 1000 live births,9.224766043,10.88185083,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,2014-06,9.593120162,,D_PER_1000_B: Deaths per 1000 live births,8.840489579,10.38108386,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,2015-06,9.278594109,,D_PER_1000_B: Deaths per 1000 live births,8.530277031,10.06453983,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,2016-06,9.02947262,,D_PER_1000_B: Deaths per 1000 live births,8.195216205,9.931273133,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,2017-06,8.858214913,,D_PER_1000_B: Deaths per 1000 live births,7.803079961,10.06158407,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,F: Female,2018-06,8.67838704,,D_PER_1000_B: Deaths per 1000 live births,7.377982497,10.36226765,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1975-06,77.97179577,,D_PER_1000_B: Deaths per 1000 live births,50.60314021,123.7562302,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1976-06,75.0820309,,D_PER_1000_B: Deaths per 1000 live births,51.61739261,111.7379898,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1977-06,72.28212879,,D_PER_1000_B: Deaths per 1000 live births,52.39351983,101.6709681,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1978-06,69.79081872,,D_PER_1000_B: Deaths per 1000 live births,52.55463777,93.35262855,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1979-06,67.30441657,,D_PER_1000_B: Deaths per 1000 live births,52.44918701,86.80717925,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1980-06,64.91256898,,D_PER_1000_B: Deaths per 1000 live births,52.02061149,80.98066117,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1981-06,62.73842198,,D_PER_1000_B: Deaths per 1000 live births,51.55513124,75.92526682,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1982-06,60.48594759,,D_PER_1000_B: Deaths per 1000 live births,50.69086808,72.05442641,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1983-06,58.61818107,,D_PER_1000_B: Deaths per 1000 live births,49.8440448,68.77187163,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1984-06,56.95436973,,D_PER_1000_B: Deaths per 1000 live births,48.99635374,66.12892679,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1985-06,55.64988939,,D_PER_1000_B: Deaths per 1000 live births,48.37997305,63.98737828,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1986-06,54.72692979,,D_PER_1000_B: Deaths per 1000 live births,47.96270343,62.55773255,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1987-06,54.00574789,,D_PER_1000_B: Deaths per 1000 live births,47.60553346,61.40366363,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1988-06,53.58052145,,D_PER_1000_B: Deaths per 1000 live births,47.47794317,60.50663456,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1989-06,53.22951325,,D_PER_1000_B: Deaths per 1000 live births,47.4462093,59.7313716,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1990-06,52.8848225,,D_PER_1000_B: Deaths per 1000 live births,47.34863159,59.06839082,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1991-06,52.5418562,,D_PER_1000_B: Deaths per 1000 live births,47.09717958,58.59886577,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1992-06,52.15488993,,D_PER_1000_B: Deaths per 1000 live births,46.7268844,58.30301493,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1993-06,51.60507787,,D_PER_1000_B: Deaths per 1000 live births,46.16126319,57.84108785,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1994-06,50.90898516,,D_PER_1000_B: Deaths per 1000 live births,45.44899333,57.29749527,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1995-06,50.01968978,,D_PER_1000_B: Deaths per 1000 live births,44.63597484,56.3649381,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1996-06,48.88711582,,D_PER_1000_B: Deaths per 1000 live births,43.54812783,55.17186659,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1997-06,47.37596582,,D_PER_1000_B: Deaths per 1000 live births,42.11468665,53.73742861,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1998-06,45.52145691,,D_PER_1000_B: Deaths per 1000 live births,40.22750625,51.92775731,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,1999-06,43.43722661,,D_PER_1000_B: Deaths per 1000 live births,38.22219412,49.86068719,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,2000-06,41.01529467,,D_PER_1000_B: Deaths per 1000 live births,36.01808899,47.44698064,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRY0T4: Under-five mortality rate,M: Male,2001-06,38.27141347,,D_PER_1000_B: Deaths per 1000 live births,33.58776429,44.50513281,A: Normal value
