DATAFLOW,REF_AREA:Country,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,REF_PERIOD:Reference Period,UNIT_MEASURE:Unit of measure,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,OBS_STATUS:Observation Status
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,1997-06,7.003759548,,D_PER_1000_B: Deaths per 1000 live births,6.337967854,7.612274507,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,1998-06,6.35275071,,D_PER_1000_B: Deaths per 1000 live births,5.740348136,6.921175848,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,1999-06,5.80824385,,D_PER_1000_B: Deaths per 1000 live births,5.265969842,6.333707103,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,2000-06,5.315457905,,D_PER_1000_B: Deaths per 1000 live births,4.823432876,5.811639171,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,2001-06,4.854906333,,D_PER_1000_B: Deaths per 1000 live births,4.40143752,5.299305364,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,2002-06,4.424503707,,D_PER_1000_B: Deaths per 1000 live births,3.992571165,4.847359182,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,2003-06,4.034098906,,D_PER_1000_B: Deaths per 1000 live births,3.645374143,4.41542612,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,2004-06,3.677459801,,D_PER_1000_B: Deaths per 1000 live births,3.325097719,4.034461351,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,2005-06,3.35719475,,D_PER_1000_B: Deaths per 1000 live births,3.029907018,3.693880683,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,2006-06,3.065372955,,D_PER_1000_B: Deaths per 1000 live births,2.762864006,3.373343209,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,2007-06,2.792999761,,D_PER_1000_B: Deaths per 1000 live births,2.502912987,3.089995318,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,2008-06,2.542681079,,D_PER_1000_B: Deaths per 1000 live births,2.277790962,2.814050021,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,2009-06,2.314306899,,D_PER_1000_B: Deaths per 1000 live births,2.070237532,2.572480604,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,2010-06,2.108633235,,D_PER_1000_B: Deaths per 1000 live births,1.874453881,2.352974608,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,2011-06,1.929788023,,D_PER_1000_B: Deaths per 1000 live births,1.709764682,2.158509288,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,2012-06,1.778671015,,D_PER_1000_B: Deaths per 1000 live births,1.563137627,1.994909518,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,2013-06,1.652496171,,D_PER_1000_B: Deaths per 1000 live births,1.448277425,1.856469007,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,2014-06,1.54337454,,D_PER_1000_B: Deaths per 1000 live births,1.349589176,1.74557956,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,2015-06,1.448510888,,D_PER_1000_B: Deaths per 1000 live births,1.25093548,1.658358533,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,2016-06,1.364230045,,D_PER_1000_B: Deaths per 1000 live births,1.155004175,1.593958509,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,2017-06,1.287006577,,D_PER_1000_B: Deaths per 1000 live births,1.05098153,1.567835686,A: Normal value
UNICEF:CME(1.0): Child Mortality,EST: Estonia,CME_MRM0: Neonatal mortality rate,_T: Total,2018-06,1.220598119,,D_PER_1000_B: Deaths per 1000 live births,0.955819635,1.54932795,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1977-06,28.58902647,,D_PER_1000_B: Deaths per 1000 live births,19.81287568,41.1051415,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1978-06,27.94530856,,D_PER_1000_B: Deaths per 1000 live births,20.288894,38.41716652,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1979-06,27.35449783,,D_PER_1000_B: Deaths per 1000 live births,20.66557414,36.27278085,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1980-06,26.83930668,,D_PER_1000_B: Deaths per 1000 live births,20.93215807,34.40165949,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1981-06,26.30240502,,D_PER_1000_B: Deaths per 1000 live births,21.03634079,32.84973969,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1982-06,25.79811062,,D_PER_1000_B: Deaths per 1000 live births,21.11676945,31.43610475,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1983-06,25.30958445,,D_PER_1000_B: Deaths per 1000 live births,21.06769593,30.43068618,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1984-06,24.91140649,,D_PER_1000_B: Deaths per 1000 live births,20.99863076,29.54884784,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1985-06,24.63793784,,D_PER_1000_B: Deaths per 1000 live births,20.91486444,28.9598757,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1986-06,24.49147397,,D_PER_1000_B: Deaths per 1000 live births,20.93143841,28.58618592,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1987-06,24.47280136,,D_PER_1000_B: Deaths per 1000 live births,21.07904344,28.33788763,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1988-06,24.55302882,,D_PER_1000_B: Deaths per 1000 live births,21.28410851,28.29252216,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1989-06,24.70693553,,D_PER_1000_B: Deaths per 1000 live births,21.53733694,28.32115027,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1990-06,24.87203104,,D_PER_1000_B: Deaths per 1000 live births,21.78862952,28.35251044,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1991-06,25.03746865,,D_PER_1000_B: Deaths per 1000 live births,21.96954241,28.48275416,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1992-06,25.12437743,,D_PER_1000_B: Deaths per 1000 live births,22.02331818,28.51953446,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1993-06,25.14516541,,D_PER_1000_B: Deaths per 1000 live births,21.96419317,28.6973799,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1994-06,25.09234916,,D_PER_1000_B: Deaths per 1000 live births,21.85145942,28.73304298,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1995-06,24.92886415,,D_PER_1000_B: Deaths per 1000 live births,21.66181976,28.64502967,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1996-06,24.73604523,,D_PER_1000_B: Deaths per 1000 live births,21.43172006,28.46444611,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1997-06,24.47835345,,D_PER_1000_B: Deaths per 1000 live births,21.18067072,28.24112865,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1998-06,24.13483299,,D_PER_1000_B: Deaths per 1000 live births,20.84333641,27.98050504,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,1999-06,23.63887756,,D_PER_1000_B: Deaths per 1000 live births,20.42069715,27.5420066,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,2000-06,22.9671142,,D_PER_1000_B: Deaths per 1000 live births,19.80028251,26.83206394,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,2001-06,21.79045161,,D_PER_1000_B: Deaths per 1000 live births,18.7663761,25.55327853,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,2002-06,20.44714766,,D_PER_1000_B: Deaths per 1000 live births,17.66495435,23.9454282,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,2003-06,18.98615065,,D_PER_1000_B: Deaths per 1000 live births,16.52952783,22.17878792,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,2004-06,17.45635641,,D_PER_1000_B: Deaths per 1000 live births,15.40110981,20.29806678,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,2005-06,15.95851193,,D_PER_1000_B: Deaths per 1000 live births,14.26096363,18.34100676,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,2006-06,14.54168505,,D_PER_1000_B: Deaths per 1000 live births,13.14316929,16.47632385,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,2007-06,13.20737416,,D_PER_1000_B: Deaths per 1000 live births,12.07469522,14.75037425,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,2008-06,12.02453725,,D_PER_1000_B: Deaths per 1000 live births,11.06786449,13.23692482,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,2009-06,10.99277653,,D_PER_1000_B: Deaths per 1000 live births,10.14613156,11.97283235,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,2010-06,10.08984551,,D_PER_1000_B: Deaths per 1000 live births,9.295568419,10.94533613,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,2011-06,9.286828108,,D_PER_1000_B: Deaths per 1000 live births,8.538301874,10.09156392,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,2012-06,8.58125991,,D_PER_1000_B: Deaths per 1000 live births,7.877685805,9.307782669,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,2013-06,7.935599109,,D_PER_1000_B: Deaths per 1000 live births,7.286492841,8.593840025,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,2014-06,7.331033548,,D_PER_1000_B: Deaths per 1000 live births,6.733826436,7.92976329,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,2015-06,6.784414602,,D_PER_1000_B: Deaths per 1000 live births,6.210694976,7.384250614,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,2016-06,6.353653929,,D_PER_1000_B: Deaths per 1000 live births,5.736293335,7.027471706,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,2017-06,6.075782276,,D_PER_1000_B: Deaths per 1000 live births,5.325147395,6.946877188,A: Normal value
UNICEF:CME(1.0): Child Mortality,GEO: Georgia,CME_MRM0: Neonatal mortality rate,_T: Total,2018-06,5.879766127,,D_PER_1000_B: Deaths per 1000 live births,4.96237428,7.064910549,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,1982-06,13.93712107,,D_PER_1000_B: Deaths per 1000 live births,13.21662609,14.65627783,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,1983-06,13.43965636,,D_PER_1000_B: Deaths per 1000 live births,12.84065085,14.04052617,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,1984-06,12.93010651,,D_PER_1000_B: Deaths per 1000 live births,12.38046831,13.49339153,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,1985-06,12.26383189,,D_PER_1000_B: Deaths per 1000 live births,11.73733988,12.8119121,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,1986-06,11.30297533,,D_PER_1000_B: Deaths per 1000 live births,10.80416755,11.82042423,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,1987-06,10.10834772,,D_PER_1000_B: Deaths per 1000 live births,9.665032472,10.56187678,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,1988-06,9.052316844,,D_PER_1000_B: Deaths per 1000 live births,8.593605306,9.499822174,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,1989-06,8.430832658,,D_PER_1000_B: Deaths per 1000 live births,8.000758616,8.850179415,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,1990-06,8.157462157,,D_PER_1000_B: Deaths per 1000 live births,7.745555941,8.558779687,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,1991-06,7.989698116,,D_PER_1000_B: Deaths per 1000 live births,7.590007602,8.395097883,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,1992-06,7.788615208,,D_PER_1000_B: Deaths per 1000 live births,7.410804664,8.18252069,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,1993-06,7.453227152,,D_PER_1000_B: Deaths per 1000 live births,7.086088815,7.837479655,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,1994-06,6.92986221,,D_PER_1000_B: Deaths per 1000 live births,6.602389504,7.273138807,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,1995-06,6.346452882,,D_PER_1000_B: Deaths per 1000 live births,6.019547384,6.672764159,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,1996-06,5.923501152,,D_PER_1000_B: Deaths per 1000 live births,5.594948176,6.245825894,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,1997-06,5.765111105,,D_PER_1000_B: Deaths per 1000 live births,5.468782903,6.069402156,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,1998-06,5.72315104,,D_PER_1000_B: Deaths per 1000 live births,5.418479026,6.047896955,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,1999-06,5.661699884,,D_PER_1000_B: Deaths per 1000 live births,5.362960649,5.984115198,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,2000-06,5.531302182,,D_PER_1000_B: Deaths per 1000 live births,5.233441976,5.848899844,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,2001-06,5.320119999,,D_PER_1000_B: Deaths per 1000 live births,5.024629631,5.631291548,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,2002-06,5.039541617,,D_PER_1000_B: Deaths per 1000 live births,4.759354784,5.330253864,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,2003-06,4.732718027,,D_PER_1000_B: Deaths per 1000 live births,4.447393604,5.023239827,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,2004-06,4.447677349,,D_PER_1000_B: Deaths per 1000 live births,4.182698569,4.718677155,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,2005-06,4.208851625,,D_PER_1000_B: Deaths per 1000 live births,3.954694467,4.468904554,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,2006-06,4.029411861,,D_PER_1000_B: Deaths per 1000 live births,3.775291518,4.291378516,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,2007-06,3.902309857,,D_PER_1000_B: Deaths per 1000 live births,3.665566254,4.143679797,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,2008-06,3.790887055,,D_PER_1000_B: Deaths per 1000 live births,3.553666113,4.040231638,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,2009-06,3.671526303,,D_PER_1000_B: Deaths per 1000 live births,3.442282734,3.90972388,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,2010-06,3.544525349,,D_PER_1000_B: Deaths per 1000 live births,3.316947739,3.776053708,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,2011-06,3.425585211,,D_PER_1000_B: Deaths per 1000 live births,3.196373808,3.65504573,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,2012-06,3.319813655,,D_PER_1000_B: Deaths per 1000 live births,3.10510715,3.538283906,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,2013-06,3.231992929,,D_PER_1000_B: Deaths per 1000 live births,3.010408608,3.45254596,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,2014-06,3.15133927,,D_PER_1000_B: Deaths per 1000 live births,2.928057495,3.379574187,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,2015-06,3.06404012,,D_PER_1000_B: Deaths per 1000 live births,2.834363874,3.304008304,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,2016-06,2.939823624,,D_PER_1000_B: Deaths per 1000 live births,2.69307424,3.203117144,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,2017-06,2.776377045,,D_PER_1000_B: Deaths per 1000 live births,2.486159817,3.091714778,A: Normal value
UNICEF:CME(1.0): Child Mortality,HRV: Croatia,CME_MRM0: Neonatal mortality rate,_T: Total,2018-06,2.617000784,,D_PER_1000_B: Deaths per 1000 live births,2.226802642,3.04458821,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1960-06,28.09804685,,D_PER_1000_B: Deaths per 1000 live births,26.88992763,29.33909514,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1961-06,27.30900931,,D_PER_1000_B: Deaths per 1000 live births,26.41319176,28.22773981,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1962-06,27.0022181,,D_PER_1000_B: Deaths per 1000 live births,26.12226322,27.91921392,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1963-06,27.13081896,,D_PER_1000_B: Deaths per 1000 live births,26.27253957,27.9925642,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1964-06,27.45883115,,D_PER_1000_B: Deaths per 1000 live births,26.58997308,28.2994523,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1965-06,27.72951259,,D_PER_1000_B: Deaths per 1000 live births,26.84428476,28.629294,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1966-06,27.88981098,,D_PER_1000_B: Deaths per 1000 live births,27.06874356,28.73555397,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1967-06,27.96357455,,D_PER_1000_B: Deaths per 1000 live births,27.12168449,28.84173985,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1968-06,27.97659474,,D_PER_1000_B: Deaths per 1000 live births,27.18015107,28.79650864,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1969-06,27.95198491,,D_PER_1000_B: Deaths per 1000 live births,27.19814606,28.74461096,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1970-06,27.95031597,,D_PER_1000_B: Deaths per 1000 live births,27.16135805,28.76648716,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1971-06,27.99613367,,D_PER_1000_B: Deaths per 1000 live births,27.24284737,28.77796339,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1972-06,28.03957469,,D_PER_1000_B: Deaths per 1000 live births,27.20746307,28.86039477,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1973-06,27.96590241,,D_PER_1000_B: Deaths per 1000 live births,27.21455861,28.74077185,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1974-06,27.50111869,,D_PER_1000_B: Deaths per 1000 live births,26.68859985,28.35255075,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1975-06,26.2185877,,D_PER_1000_B: Deaths per 1000 live births,25.42391662,27.0528666,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1976-06,23.93708856,,D_PER_1000_B: Deaths per 1000 live births,23.32587805,24.58493096,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1977-06,21.5903274,,D_PER_1000_B: Deaths per 1000 live births,20.93227167,22.25939304,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1978-06,19.75426662,,D_PER_1000_B: Deaths per 1000 live births,19.2069987,20.32695781,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1979-06,18.36694373,,D_PER_1000_B: Deaths per 1000 live births,17.86962209,18.88655118,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1980-06,17.13429258,,D_PER_1000_B: Deaths per 1000 live births,16.63797121,17.67452414,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1981-06,16.04466361,,D_PER_1000_B: Deaths per 1000 live births,15.62070922,16.49354357,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1982-06,15.35387524,,D_PER_1000_B: Deaths per 1000 live births,14.86326111,15.8514699,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1983-06,15.2575078,,D_PER_1000_B: Deaths per 1000 live births,14.81547598,15.70756453,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1984-06,15.39999242,,D_PER_1000_B: Deaths per 1000 live births,14.93435847,15.88093317,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1985-06,15.13714303,,D_PER_1000_B: Deaths per 1000 live births,14.63358003,15.67509054,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1986-06,14.24701774,,D_PER_1000_B: Deaths per 1000 live births,13.82880574,14.67445473,A: Normal value
UNICEF:CME(1.0): Child Mortality,HUN: Hungary,CME_MRM0: Neonatal mortality rate,_T: Total,1987-06,13.17005288,,D_PER_1000_B: Deaths per 1000 live births,12.74457595,13.60101644,A: Normal value
