DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,VACCINE:Vaccine,AGE:Current age,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOURCE_LINK:Citation of or link to the data source,SERIES_FOOTNOTE:Series footnote,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,DATA_SOURCE:Data Source,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided,FREQ_COLL:Time interval at which the source data are collected,OBS_FOOTNOTE:Observation footnote
UNICEF:IMMUNISATION(1.0): Immunisation,TUR: Turkey,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2006,90,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TUR: Turkey,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2007,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TUR: Turkey,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2008,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TUR: Turkey,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2009,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TUR: Turkey,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2010,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TUR: Turkey,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2011,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TUR: Turkey,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2012,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TUR: Turkey,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2013,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TUR: Turkey,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2014,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TUR: Turkey,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2015,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TUR: Turkey,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2016,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TUR: Turkey,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2017,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TUR: Turkey,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2018,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TUR: Turkey,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2019,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1985,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1986,89,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1987,92,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1988,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1989,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1990,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1991,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1992,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1993,91,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1994,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1995,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1996,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1997,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1998,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1999,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2000,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2001,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2002,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2003,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2004,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2005,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2006,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2007,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2008,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2009,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2010,94,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2011,89,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2012,91,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2013,92,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2014,94,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2015,89,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2016,89,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2017,82,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2018,86,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2019,88,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1992,85,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1993,85,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1994,86,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1995,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1996,86,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1997,88,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1998,82,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1999,91,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2000,93,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2001,94,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2002,94,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2003,94,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2004,91,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2005,90,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2006,87,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2007,88,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2008,89,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2009,93,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2010,94,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2011,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2012,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2013,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2014,93,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2015,94,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2016,94,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2017,94,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2018,92,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ARM: Armenia,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2019,92,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
