DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,VACCINE:Vaccine,AGE:Current age,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOURCE_LINK:Citation of or link to the data source,SERIES_FOOTNOTE:Series footnote,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,DATA_SOURCE:Data Source,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided,FREQ_COLL:Time interval at which the source data are collected,OBS_FOOTNOTE:Observation footnote
UNICEF:IMMUNISATION(1.0): Immunisation,MKD: North Macedonia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2000,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,MKD: North Macedonia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2001,94,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,MKD: North Macedonia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2002,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,MKD: North Macedonia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2003,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,MKD: North Macedonia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2004,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,MKD: North Macedonia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2005,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,MKD: North Macedonia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2006,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,MKD: North Macedonia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2007,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,MKD: North Macedonia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2008,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,MKD: North Macedonia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2009,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,POL: Poland,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y02: 2 years old,2000,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2000,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2001,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2002,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2003,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2004,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2005,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2006,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2007,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2008,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2009,94,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2010,93,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2011,91,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2012,90,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2013,88,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2014,84,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ROU: Romania,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y07: 7 years old,2015,80,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,RUS: Russian Federation,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2000,86,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,RUS: Russian Federation,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2001,88,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,RUS: Russian Federation,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2002,93,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,RUS: Russian Federation,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2003,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,RUS: Russian Federation,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2004,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,RUS: Russian Federation,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2005,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,RUS: Russian Federation,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2006,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,RUS: Russian Federation,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2007,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,RUS: Russian Federation,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2008,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,RUS: Russian Federation,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2009,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,RUS: Russian Federation,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2010,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,RUS: Russian Federation,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2011,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,RUS: Russian Federation,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2012,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,RUS: Russian Federation,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2013,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,RUS: Russian Federation,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2014,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,RUS: Russian Federation,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2015,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,RUS: Russian Federation,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2016,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,RUS: Russian Federation,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2017,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,RUS: Russian Federation,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2018,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,RUS: Russian Federation,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2019,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,SRB: Serbia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y12: 12 years old,2000,78,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,SRB: Serbia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y12: 12 years old,2001,74,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,SRB: Serbia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y12: 12 years old,2002,75,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,SRB: Serbia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y12: 12 years old,2003,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,SRB: Serbia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y12: 12 years old,2004,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,SRB: Serbia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y12: 12 years old,2005,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,SVK: Slovakia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y13: 13 years old,2000,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,SVK: Slovakia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y13: 13 years old,2001,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,SVN: Slovenia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2000,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,SVN: Slovenia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2001,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,SVN: Slovenia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2002,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,SVN: Slovenia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2003,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,SVN: Slovenia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2004,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,SVN: Slovenia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2005,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,SVN: Slovenia,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2006,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TJK: Tajikistan,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2000,59,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TJK: Tajikistan,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2001,72,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TJK: Tajikistan,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2002,93,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TJK: Tajikistan,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2003,94,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TJK: Tajikistan,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2004,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TJK: Tajikistan,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2005,92,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TJK: Tajikistan,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2006,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TJK: Tajikistan,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2007,90,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TJK: Tajikistan,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2008,87,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TJK: Tajikistan,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2009,93,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TJK: Tajikistan,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2010,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TJK: Tajikistan,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2011,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TJK: Tajikistan,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2012,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TJK: Tajikistan,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2013,92,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TJK: Tajikistan,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2014,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TJK: Tajikistan,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2015,94,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TJK: Tajikistan,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2016,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TJK: Tajikistan,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2017,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,TJK: Tajikistan,"IM_MCV2: Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",MCV2: Measles second dose,Y06: 6 years old,2018,97,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
