Geographic area,Indicator,Sex,Current age,Age at Birth,Wealth Quintile,Residence,Mother's Education Level,Data Source,Unit multiplier,Unit of measure,SERIES_FOOTNOTE,SUB_SECTOR,TIME_PERIOD,OBS_VALUE,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,UNWGTD_SAMPL_SIZE,OBS_FOOTNOTE,SOURCE_LINK,TIME_PERIOD_METHOD,COVERAGE_TIME
Belarus,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2000,22,Modelled,Free,,,,,,,,
Belarus,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2001,19,Modelled,Free,,,,,,,,
Belarus,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2002,18,Modelled,Free,,,,,,,,
Belarus,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2003,15,Modelled,Free,,,,,,,,
Belarus,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2004,13,Modelled,Free,,,,,,,,
Belarus,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2005,11,Modelled,Free,,,,,,,,
Belarus,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2006,9,Modelled,Free,,,,,,,,
Belarus,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2007,7,Modelled,Free,,,,,,,,
Belarus,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2008,6,Modelled,Free,,,,,,,,
Belarus,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2009,6,Modelled,Free,,,,,,,,
Belarus,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2010,5,Modelled,Free,,,,,,,,
Belarus,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2011,5,Modelled,Free,,,,,,,,
Belarus,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2012,4,Modelled,Free,,,,,,,,
Belarus,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2013,3,Modelled,Free,,,,,,,,
Belarus,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2014,3,Modelled,Free,,,,,,,,
Belarus,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2015,3,Modelled,Free,,,,,,,,
Belarus,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2016,3,Modelled,Free,,,,,,,,
Belarus,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2017,2,Modelled,Free,,,,,,,,
Croatia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2000,11,Modelled,Free,,,,,,,,
Croatia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2001,10,Modelled,Free,,,,,,,,
Croatia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2002,10,Modelled,Free,,,,,,,,
Croatia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2003,10,Modelled,Free,,,,,,,,
Croatia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2004,10,Modelled,Free,,,,,,,,
Croatia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2005,10,Modelled,Free,,,,,,,,
Croatia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2006,9,Modelled,Free,,,,,,,,
Croatia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2007,9,Modelled,Free,,,,,,,,
Croatia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2008,9,Modelled,Free,,,,,,,,
Croatia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2009,9,Modelled,Free,,,,,,,,
Croatia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2010,9,Modelled,Free,,,,,,,,
Croatia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2011,9,Modelled,Free,,,,,,,,
Croatia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2012,8,Modelled,Free,,,,,,,,
Croatia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2013,9,Modelled,Free,,,,,,,,
Croatia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2014,8,Modelled,Free,,,,,,,,
Croatia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2015,8,Modelled,Free,,,,,,,,
Croatia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2016,7,Modelled,Free,,,,,,,,
Croatia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2017,8,Modelled,Free,,,,,,,,
Czechia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2000,7,Modelled,Free,,,,,,,,
Czechia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2001,7,Modelled,Free,,,,,,,,
Czechia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2002,6,Modelled,Free,,,,,,,,
Czechia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2003,6,Modelled,Free,,,,,,,,
Czechia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2004,5,Modelled,Free,,,,,,,,
Czechia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2005,5,Modelled,Free,,,,,,,,
Czechia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2006,5,Modelled,Free,,,,,,,,
Czechia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2007,5,Modelled,Free,,,,,,,,
Czechia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2008,5,Modelled,Free,,,,,,,,
Czechia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2009,4,Modelled,Free,,,,,,,,
Czechia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2010,4,Modelled,Free,,,,,,,,
Czechia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2011,4,Modelled,Free,,,,,,,,
Czechia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2012,4,Modelled,Free,,,,,,,,
Czechia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2013,4,Modelled,Free,,,,,,,,
Czechia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2014,4,Modelled,Free,,,,,,,,
Czechia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2015,4,Modelled,Free,,,,,,,,
Czechia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2016,4,Modelled,Free,,,,,,,,
Czechia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2017,3,Modelled,Free,,,,,,,,
Estonia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2000,29,Modelled,Free,,,,,,,,
Estonia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2001,27,Modelled,Free,,,,,,,,
Estonia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2002,25,Modelled,Free,,,,,,,,
Estonia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2003,20,Modelled,Free,,,,,,,,
Estonia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2004,18,Modelled,Free,,,,,,,,
Estonia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2005,18,Modelled,Free,,,,,,,,
Estonia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2006,16,Modelled,Free,,,,,,,,
Estonia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2007,17,Modelled,Free,,,,,,,,
Estonia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2008,14,Modelled,Free,,,,,,,,
Estonia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2009,14,Modelled,Free,,,,,,,,
Estonia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2010,11,Modelled,Free,,,,,,,,
Estonia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2011,13,Modelled,Free,,,,,,,,
Estonia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2012,12,Modelled,Free,,,,,,,,
Estonia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2013,10,Modelled,Free,,,,,,,,
Estonia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2014,11,Modelled,Free,,,,,,,,
Estonia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2015,10,Modelled,Free,,,,,,,,
Estonia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2016,11,Modelled,Free,,,,,,,,
Estonia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2017,9,Modelled,Free,,,,,,,,
Georgia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2000,31,Modelled,Free,,,,,,,,
Georgia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2001,33,Modelled,Free,,,,,,,,
Georgia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2002,42,Modelled,Free,,,,,,,,
Georgia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2003,37,Modelled,Free,,,,,,,,
Georgia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2004,38,Modelled,Free,,,,,,,,
Georgia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2005,39,Modelled,Free,,,,,,,,
Georgia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2006,33,Modelled,Free,,,,,,,,
Georgia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2007,36,Modelled,Free,,,,,,,,
Georgia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2008,39,Modelled,Free,,,,,,,,
Georgia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2009,43,Modelled,Free,,,,,,,,
Georgia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2010,32,Modelled,Free,,,,,,,,
Georgia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2011,32,Modelled,Free,,,,,,,,
Georgia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2012,30,Modelled,Free,,,,,,,,
Georgia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2013,30,Modelled,Free,,,,,,,,
Georgia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2014,29,Modelled,Free,,,,,,,,
Georgia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2015,27,Modelled,Free,,,,,,,,
Georgia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2016,26,Modelled,Free,,,,,,,,
Georgia,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2017,25,Modelled,Free,,,,,,,,
Hungary,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2000,16,Modelled,Free,,,,,,,,
Hungary,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2001,15,Modelled,Free,,,,,,,,
Hungary,"Maternal mortality ratio (number of maternal deaths per 100,000 live births)",Female,15 to 49 years old,Total,Total,Total,Total,"WHO, UNICEF, UNFPA, World Bank Group and UNPD (MMEIG) - September 2019",Units,Per 100000 live births,,MATERNAL_MORTALITY,2002,16,Modelled,Free,,,,,,,,
